state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Magway Region,Chauk,156538,105456,5858,111314,5989,74,6063,105251,71.11%,Union Solidarity and Development Party (USDP),24401,23.18%
Magway Region,Chauk,156538,105456,5858,111314,5989,74,6063,105251,71.11%,National Democratic Force (NDF),1395,1.33%
Magway Region,Chauk,156538,105456,5858,111314,5989,74,6063,105251,71.11%,National Development Party,1790,1.70%
Magway Region,Taungdwingyi,196426,136741,8557,145298,6945,82,7027,138271,73.97%,National Unity Party (NUP),5054,3.66%
Magway Region,Taungdwingyi,196426,136741,8557,145298,6945,82,7027,138271,73.97%,National League for Democracy (NLD),86116,62.28%
Magway Region,Taungdwingyi,196426,136741,8557,145298,6945,82,7027,138271,73.97%,National Development Party,2309,1.67%
Magway Region,Taungdwingyi,196426,136741,8557,145298,6945,82,7027,138271,73.97%,National Democratic Force (NDF),1395,1.01%
Magway Region,Taungdwingyi,196426,136741,8557,145298,6945,82,7027,138271,73.97%,Union Solidarity and Development Party (USDP),43397,31.39%
Magway Region,Myothit,119717,84576,3661,88237,5658,13,5671,82566,73.70%,National Unity Party (NUP),2068,2.50%
Magway Region,Myothit,119717,84576,3661,88237,5658,13,5671,82566,73.70%,National Development Party,2388,2.89%
Magway Region,Myothit,119717,84576,3661,88237,5658,13,5671,82566,73.70%,Myanmar Farmer Development Party,1060,1.28%
Magway Region,Myothit,119717,84576,3661,88237,5658,13,5671,82566,73.70%,Union Solidarity and Development Party (USDP),20332,24.63%
Magway Region,Myothit,119717,84576,3661,88237,5658,13,5671,82566,73.70%,National League for Democracy (NLD),56718,68.69%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,National Unity Party (NUP),3953,3.52%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,National Development Party,3319,2.96%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,Individual,4033,3.59%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,Federal Union Party (FUP),1274,1.14%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,Union Solidarity and Development Party (USDP),16583,14.77%
Magway Region,Natmauk,170158,116560,5072,121632,8060,1329,9389,112243,71.48%,National League for Democracy (NLD),83081,74.02%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,National Development Party,1665,1.63%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,National Unity Party (NUP),1644,1.61%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,Myanmar Farmer Development Party,1788,1.75%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,National League for Democracy (NLD),72093,70.51%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,Individual,795,0.78%
Magway Region,Minbu,131113,100815,6784,107599,5301,49,5350,102249,82.07%,Union Solidarity and Development Party (USDP),24264,23.73%
Magway Region,Pwintbyu,124069,96628,3849,100477,4218,133,4351,96126,80.98%,Myanmar Farmer Development Party,674,0.70%
Magway Region,Pwintbyu,124069,96628,3849,100477,4218,133,4351,96126,80.98%,National Development Party,1640,1.71%
Magway Region,Pwintbyu,124069,96628,3849,100477,4218,133,4351,96126,80.98%,National League for Democracy (NLD),60975,63.43%
Magway Region,Pwintbyu,124069,96628,3849,100477,4218,133,4351,96126,80.98%,Union Solidarity and Development Party (USDP),32154,33.45%
Magway Region,Pwintbyu,124069,96628,3849,100477,4218,133,4351,96126,80.98%,National Unity Party (NUP),683,0.71%
Magway Region,Salin,182280,134991,7861,142852,6753,276,7029,135823,78.37%,Union Solidarity and Development Party (USDP),42915,31.60%
Magway Region,Salin,182280,134991,7861,142852,6753,276,7029,135823,78.37%,National League for Democracy (NLD),88276,64.99%
Magway Region,Salin,182280,134991,7861,142852,6753,276,7029,135823,78.37%,Myanmar Farmer Development Party,2931,2.16%
Magway Region,Salin,182280,134991,7861,142852,6753,276,7029,135823,78.37%,National Unity Party (NUP),1701,1.25%
Magway Region,Ngape,36112,28023,3278,31301,1425,120,1545,29756,86.68%,National League for Democracy (NLD),21842,73.40%
Magway Region,Ngape,36112,28023,3278,31301,1425,120,1545,29756,86.68%,Asho Chin National Party,1324,4.45%
Magway Region,Ngape,36112,28023,3278,31301,1425,120,1545,29756,86.68%,Union Solidarity and Development Party (USDP),5939,19.96%
Magway Region,Ngape,36112,28023,3278,31301,1425,120,1545,29756,86.68%,National Unity Party (NUP),651,2.19%
Magway Region,Sidoktaya,32509,25492,1803,27295,1393,12,1405,25890,83.96%,National League for Democracy (NLD),16999,65.66%
Magway Region,Sidoktaya,32509,25492,1803,27295,1393,12,1405,25890,83.96%,Chin National Democratic Party,638,2.46%
Magway Region,Sidoktaya,32509,25492,1803,27295,1393,12,1405,25890,83.96%,National Unity Party (NUP),713,2.75%
Magway Region,Sidoktaya,32509,25492,1803,27295,1393,12,1405,25890,83.96%,Myanmar Farmer Development Party,1788,6.91%
Magway Region,Sidoktaya,32509,25492,1803,27295,1393,12,1405,25890,83.96%,Union Solidarity and Development Party (USDP),5752,22.22%
Magway Region,Thayet,81575,62511,3761,66272,2650,63,2713,63559,81.24%,National League for Democracy (NLD),38491,60.56%
Magway Region,Thayet,81575,62511,3761,66272,2650,63,2713,63559,81.24%,National Development Party,968,1.52%
Magway Region,Thayet,81575,62511,3761,66272,2650,63,2713,63559,81.24%,National Unity Party (NUP),1234,1.94%
Magway Region,Thayet,81575,62511,3761,66272,2650,63,2713,63559,81.24%,Myanmar Farmer Development Party,509,0.80%
Magway Region,Thayet,81575,62511,3761,66272,2650,63,2713,63559,81.24%,Union Solidarity and Development Party (USDP),22357,35.18%
Magway Region,Kamma,57437,46289,3219,49508,1607,27,1634,47874,86.20%,National League for Democracy (NLD),27593,57.64%
Magway Region,Kamma,57437,46289,3219,49508,1607,27,1634,47874,86.20%,Union Solidarity and Development Party (USDP),17988,37.57%
Magway Region,Kamma,57437,46289,3219,49508,1607,27,1634,47874,86.20%,Myanmar Farmer Development Party,1241,2.59%
Magway Region,Kamma,57437,46289,3219,49508,1607,27,1634,47874,86.20%,National Democratic Force (NDF),579,1.21%
Magway Region,Kamma,57437,46289,3219,49508,1607,27,1634,47874,86.20%,National Unity Party (NUP),473,0.99%
Magway Region,Mindon,47507,34131,3965,38096,1830,9,1839,36257,80.19%,National League for Democracy (NLD),22434,61.87%
Magway Region,Mindon,47507,34131,3965,38096,1830,9,1839,36257,80.19%,Union Solidarity and Development Party (USDP),12061,33.27%
Magway Region,Mindon,47507,34131,3965,38096,1830,9,1839,36257,80.19%,National Unity Party (NUP),1762,4.86%
Magway Region,Minhla,96967,72452,5754,78206,3761,87,3848,74358,80.65%,National League for Democracy (NLD),41838,56.27%
Magway Region,Minhla,96967,72452,5754,78206,3761,87,3848,74358,80.65%,National Unity Party (NUP),6749,9.08%
Magway Region,Minhla,96967,72452,5754,78206,3761,87,3848,74358,80.65%,National Development Party,2884,3.88%
Magway Region,Minhla,96967,72452,5754,78206,3761,87,3848,74358,80.65%,Union Solidarity and Development Party (USDP),22887,30.78%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,Myanmar Farmer Development Party,1591,2.34%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,Individual,2069,3.04%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,National League for Democracy (NLD),39905,58.65%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,Democracy and Peace Party,916,1.35%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,National Unity Party (NUP),1837,2.70%
Magway Region,Sinbaungwe,86987,67530,5101,72631,4111,478,4589,68042,83.50%,Union Solidarity and Development Party (USDP),21724,31.93%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,Myanmar Farmer Development Party,1788,1.36%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,Union Solidarity and Development Party (USDP),35677,27.20%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,United Democratic Party (UDP),1184,0.90%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,National Development Party,4193,3.20%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,National League for Democracy (NLD),86085,65.63%
Magway Region,Aunglan,175930,132699,6624,139323,7991,158,8149,131174,79.19%,National Unity Party (NUP),2247,1.71%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,Individual,785,0.49%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,National Development Party,1514,0.94%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,National League for Democracy (NLD),120220,74.60%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,Myanmar Farmer Development Party,580,0.36%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,The 88 Generation Students Youth (Union of Myanmar),2784,1.73%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,Individual,818,0.51%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,National Democratic Force (NDF),596,0.37%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,National Unity Party (NUP),1532,0.95%
Magway Region,Pakokku,226267,163616,8833,172449,9158,2129,11287,161162,76.21%,Union Solidarity and Development Party (USDP),32333,20.06%
Magway Region,Yesagyo,177798,123927,6658,130585,3956,48,4004,126581,73.45%,Union Solidarity and Development Party (USDP),44734,35.34%
Magway Region,Yesagyo,177798,123927,6658,130585,3956,48,4004,126581,73.45%,National League for Democracy (NLD),78439,61.97%
Magway Region,Yesagyo,177798,123927,6658,130585,3956,48,4004,126581,73.45%,National Development Party,1418,1.12%
Magway Region,Yesagyo,177798,123927,6658,130585,3956,48,4004,126581,73.45%,National Democratic Force (NDF),735,0.58%
Magway Region,Yesagyo,177798,123927,6658,130585,3956,48,4004,126581,73.45%,National Unity Party (NUP),1255,0.99%
Magway Region,Myaing,189523,128776,7491,136267,6153,163,6316,129951,71.90%,Union Solidarity and Development Party (USDP),33889,26.08%
Magway Region,Myaing,189523,128776,7491,136267,6153,163,6316,129951,71.90%,National League for Democracy (NLD),94477,72.70%
Magway Region,Myaing,189523,128776,7491,136267,6153,163,6316,129951,71.90%,National Unity Party (NUP),1585,1.22%
Magway Region,Pauk,131163,93504,3220,96724,7437,48,7485,89239,73.74%,National Unity Party (NUP),1840,2.06%
Magway Region,Pauk,131163,93504,3220,96724,7437,48,7485,89239,73.74%,Union Solidarity and Development Party (USDP),31063,34.81%
Magway Region,Pauk,131163,93504,3220,96724,7437,48,7485,89239,73.74%,National Development Party,2741,3.07%
Magway Region,Pauk,131163,93504,3220,96724,7437,48,7485,89239,73.74%,National League for Democracy (NLD),52139,58.43%
Magway Region,Pauk,131163,93504,3220,96724,7437,48,7485,89239,73.74%,The 88 Generation Students Youth (Union of Myanmar),1456,1.63%
Magway Region,Seikphyu,78659,56541,2848,59389,3901,151,4052,55337,75.50%,Myanmar Farmer Development Party,1211,2.19%
Magway Region,Seikphyu,78659,56541,2848,59389,3901,151,4052,55337,75.50%,Union Solidarity and Development Party (USDP),17760,32.09%
Magway Region,Seikphyu,78659,56541,2848,59389,3901,151,4052,55337,75.50%,National Unity Party (NUP),3152,5.70%
Magway Region,Seikphyu,78659,56541,2848,59389,3901,151,4052,55337,75.50%,National Development Party,1408,2.54%
Magway Region,Seikphyu,78659,56541,2848,59389,3901,151,4052,55337,75.50%,National League for Democracy (NLD),31806,57.48%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,Individual,536,0.69%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,National League for Democracy (NLD),57649,74.68%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,Union Solidarity and Development Party (USDP),16738,21.68%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,United Democratic Party (UDP),385,0.50%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,National Unity Party (NUP),1068,1.38%
Magway Region,Gangaw,99316,75370,5359,80729,3452,82,3534,77195,81.28%,Individual 2,819,1.06%
Magway Region,Tilin,39574,30201,2587,32788,1193,54,1247,31541,82.85%,United Democratic Party (UDP),715,2.27%
Magway Region,Tilin,39574,30201,2587,32788,1193,54,1247,31541,82.85%,National League for Democracy (NLD),19786,62.73%
Magway Region,Tilin,39574,30201,2587,32788,1193,54,1247,31541,82.85%,Union Solidarity and Development Party (USDP),11040,35.00%
Magway Region,Saw,53869,41784,3348,45132,1924,10,1934,43198,83.78%,National League for Democracy (NLD),30966,71.68%
Magway Region,Saw,53869,41784,3348,45132,1924,10,1934,43198,83.78%,Union Solidarity and Development Party (USDP),9584,22.19%
Magway Region,Saw,53869,41784,3348,45132,1924,10,1934,43198,83.78%,Individual,994,2.30%
Magway Region,Saw,53869,41784,3348,45132,1924,10,1934,43198,83.78%,Individual 2,243,0.56%
Magway Region,Saw,53869,41784,3348,45132,1924,10,1934,43198,83.78%,National Unity Party (NUP),1411,3.27%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,National Unity Party (NUP),1592,1.38%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,Union Solidarity and Development Party (USDP),23168,20.05%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,Democratic Party (Myanmar),817,0.71%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,National Development Party,1133,0.98%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,Individual,221,0.19%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,National Democratic Force (NDF),1263,1.09%
Mandalay Region,Aungmyaythazan,154139,113888,5680,119568,3766,233,3999,115569,77.57%,National League for Democracy (NLD),87375,75.60%
Mandalay Region,Chanayethazan,151234,92291,4913,97204,1769,230,1999,95205,64.27%,National Unity Congress Party,811,0.85%
Mandalay Region,Chanayethazan,151234,92291,4913,97204,1769,230,1999,95205,64.27%,National Development Party,876,0.92%
Mandalay Region,Chanayethazan,151234,92291,4913,97204,1769,230,1999,95205,64.27%,National League for Democracy (NLD),81593,85.70%
Mandalay Region,Chanayethazan,151234,92291,4913,97204,1769,230,1999,95205,64.27%,Union Solidarity and Development Party (USDP),11241,11.81%
Mandalay Region,Chanayethazan,151234,92291,4913,97204,1769,230,1999,95205,64.27%,Democratic Party (Myanmar),684,0.72%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,Individual,895,0.82%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,National League for Democracy (NLD),93174,85.48%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,People Democracy Party,340,0.31%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,Democratic Party (Myanmar),328,0.30%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,The 88 Generation Students Youth (Union of Myanmar),1206,1.11%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,Union Solidarity and Development Party (USDP),12113,11.11%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,National Development Party,493,0.45%
Mandalay Region,Mahaaungmyay,167452,108901,3079,111980,2869,111,2980,109000,66.87%,National Democratic Force (NDF),451,0.41%
Mandalay Region,Chanmyathazi,192949,113587,3659,117246,4194,389,4583,112663,60.77%,National Democratic Force (NDF),2080,1.85%
Mandalay Region,Chanmyathazi,192949,113587,3659,117246,4194,389,4583,112663,60.77%,National League for Democracy (NLD),92186,81.82%
Mandalay Region,Chanmyathazi,192949,113587,3659,117246,4194,389,4583,112663,60.77%,The 88 Generation Students Youth (Union of Myanmar),1901,1.69%
Mandalay Region,Chanmyathazi,192949,113587,3659,117246,4194,389,4583,112663,60.77%,Union Solidarity and Development Party (USDP),15223,13.51%
Mandalay Region,Chanmyathazi,192949,113587,3659,117246,4194,389,4583,112663,60.77%,National Unity Party (NUP),1273,1.13%
Mandalay Region,Pyigyitagon,124695,79659,2043,81702,2609,130,2739,78963,65.52%,National League for Democracy (NLD),63849,80.86%
Mandalay Region,Pyigyitagon,124695,79659,2043,81702,2609,130,2739,78963,65.52%,National Development Party,804,1.02%
Mandalay Region,Pyigyitagon,124695,79659,2043,81702,2609,130,2739,78963,65.52%,Union Solidarity and Development Party (USDP),12247,15.51%
Mandalay Region,Pyigyitagon,124695,79659,2043,81702,2609,130,2739,78963,65.52%,National Unity Party (NUP),840,1.06%
Mandalay Region,Pyigyitagon,124695,79659,2043,81702,2609,130,2739,78963,65.52%,The 88 Generation Students Youth (Union of Myanmar),1223,1.55%
Mandalay Region,Amarapura,151449,122608,3907,126515,5098,197,5295,121220,83.54%,Democratic Party (Myanmar),2245,1.85%
Mandalay Region,Amarapura,151449,122608,3907,126515,5098,197,5295,121220,83.54%,National League for Democracy (NLD),87535,72.21%
Mandalay Region,Amarapura,151449,122608,3907,126515,5098,197,5295,121220,83.54%,National Development Party,1408,1.16%
Mandalay Region,Amarapura,151449,122608,3907,126515,5098,197,5295,121220,83.54%,Union Solidarity and Development Party (USDP),27190,22.43%
Mandalay Region,Amarapura,151449,122608,3907,126515,5098,197,5295,121220,83.54%,The 88 Generation Students Youth (Union of Myanmar),2842,2.34%
Mandalay Region,Patheingyi,159496,107989,3243,111232,5859,187,6046,105186,69.74%,National Development Party,3138,2.98%
Mandalay Region,Patheingyi,159496,107989,3243,111232,5859,187,6046,105186,69.74%,National Democratic Force (NDF),1946,1.85%
Mandalay Region,Patheingyi,159496,107989,3243,111232,5859,187,6046,105186,69.74%,National Unity Party (NUP),3398,3.23%
Mandalay Region,Patheingyi,159496,107989,3243,111232,5859,187,6046,105186,69.74%,National League for Democracy (NLD),71641,68.11%
Mandalay Region,Patheingyi,159496,107989,3243,111232,5859,187,6046,105186,69.74%,Union Solidarity and Development Party (USDP),25063,23.83%
